signal,family,symbols,timeframe,passed,oos_sharpe,oos_total_return,oos_max_dd,oos_profit_factor,oos_win_rate,oos_trades,oos_cagr,oos_exposure,is_sharpe,wf_sharpe,wf_positive_windows,mc_dd_p05,mc_prob_loss,sens_retention,lag_sharpe,worst_regime_dd,deflated_prob,robustness_score,reject_reasons,best_params
tsmom,momentum,TREND1,1h,False,-1.6751323849843287,-0.5129828837233804,-0.6910914547608693,0.6013359567102361,0.267515923566879,157,-0.8264279905210934,1.0,2.0409037024881327,-2.5456467173685726,0.0,-0.8564056378761173,0.9425,0.7653428346518867,-1.6047780115303643,-0.40445940671911484,0.012298190023042247,10.9,OOS return -51.3% ≤ 0; OOS Sharpe -1.68 < 1.0; OOS PF 0.60 < 1.15; OOS maxDD 69.1% > 25%; OOS/IS Sharpe -0.82 < 0.4 (overfit); only 0% WF windows positive; MC p05 drawdown 85.6% > 35%; deflated P(SR>0) 0.01 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -1.60 — edge dies with delay; worst regime DD 40.4% > 35%,"{'lookback': 168, 'vol_scale': True, 'vol_window': 50, 'target_vol': 0.01}"
regime_gated_trend,regime,TREND1,1h,False,-1.248434360064311,-0.41671584442868026,-0.6357741945261757,0.7972447127941839,0.3081081081081081,185,-0.730753451479055,0.9047222222222222,2.351788861902226,-1.9134655179510969,0.25,-0.8234642878488243,0.87,0.3507021628682405,-1.1933398875880112,-0.40445940671911484,0.006861918798753299,10.84,OOS return -41.7% ≤ 0; OOS Sharpe -1.25 < 1.0; OOS PF 0.80 < 1.15; OOS maxDD 63.6% > 25%; OOS/IS Sharpe -0.53 < 0.4 (overfit); only 25% WF windows positive; MC p05 drawdown 82.3% > 35%; deflated P(SR>0) 0.01 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -1.19 — edge dies with delay; worst regime DD 40.4% > 35%,"{'lookback': 168, 'adx_th': 15.0}"
squeeze_breakout,volatility,TREND1,1h,False,-1.0844098076575464,-0.23702053062838002,-0.39177026611276977,0.534233579011909,0.4375,16,-0.48235124762782555,0.2425,1.17381790043445,-1.4849371703290235,0.25,-0.5831580305915388,0.7975,0.10748087719595979,-1.0998533942634667,-0.2260464531006886,0.009336816250792883,10.81,OOS return -23.7% ≤ 0; OOS Sharpe -1.08 < 1.0; OOS PF 0.53 < 1.15; OOS maxDD 39.2% > 25%; 16 OOS trades < 25; OOS/IS Sharpe -0.92 < 0.4 (overfit); only 25% WF windows positive; MC p05 drawdown 58.3% > 35%; param retention 0.11 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.01 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -1.10 — edge dies with delay,"{'bb_window': 20, 'squeeze_q': 0.1, 'rank_window': 200, 'channel': 40, 'hold': 48}"
bollinger_reversion,mean_reversion,TREND3,1h,False,-2.3111232266812545,-0.5958717475314794,-0.7541628508163383,0.6191938986852826,0.494949494949495,99,-0.8897790761391415,1.0,0.2936585697008158,-1.4693651466952489,0.5,-0.854016139646888,0.945,-0.4823129423318918,-1.6767199506835964,-0.5996255880479762,0.011470110635863002,10.17,OOS return -59.6% ≤ 0; OOS Sharpe -2.31 < 1.0; OOS PF 0.62 < 1.15; OOS maxDD 75.4% > 25%; OOS/IS Sharpe -7.87 < 0.4 (overfit); MC p05 drawdown 85.4% > 35%; param retention -0.48 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.01 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -1.68 — edge dies with delay; worst regime DD 60.0% > 35%,"{'window': 20, 'n_std': 3.0}"
volume_momentum,momentum,TREND4,1h,False,-1.2456812206843153,-0.29721092205222166,-0.4610734604214849,1.0110365692568635,0.47767857142857145,448,-0.5761905742103834,0.5069444444444444,0.07921452435506039,-0.73183049798857,0.25,-0.6679709069522558,0.8275,-1.0,-2.3718847661553935,-0.2344773549136019,0.039311040348240886,9.89,OOS return -29.7% ≤ 0; OOS Sharpe -1.25 < 1.0; OOS PF 1.01 < 1.15; OOS maxDD 46.1% > 25%; OOS/IS Sharpe -15.73 < 0.4 (overfit); only 25% WF windows positive; MC p05 drawdown 66.8% > 35%; param retention -1.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.04 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -2.37 — edge dies with delay,"{'lookback': 96, 'vol_fast': 10, 'vol_slow': 50}"
vol_regime_momentum,volatility,TREND3,1h,False,0.04622388809814123,-0.045606943846774994,-0.3118111791704633,1.089179906877469,0.48502994011976047,167,-0.10740184291812982,0.48388888888888887,2.41912281924705,-0.5644407230479966,0.25,-0.547638154295131,0.525,-0.24296551751658482,-0.025397060357198225,-0.25905279045053065,0.0025912696063699076,9.62,OOS return -4.6% ≤ 0; OOS Sharpe 0.05 < 1.0; OOS PF 1.09 < 1.15; OOS maxDD 31.2% > 25%; OOS/IS Sharpe 0.02 < 0.4 (overfit); only 25% WF windows positive; MC p05 drawdown 54.8% > 35%; param retention -0.24 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -0.03 — edge dies with delay,"{'lookback': 168, 'vol_window': 20, 'ref_window': 200, 'trade_in': 'low'}"
regime_gated_reversion,regime,TREND4,1h,False,-3.579576622048869,-0.3529414047954129,-0.4268174281591134,0.5503109229301365,0.48484848484848486,66,-0.6533948893796732,0.11638888888888889,-0.06411795915256484,-2.407039915274284,0.25,-0.5461501512994323,0.9975,0.0,-2.05132483015991,-0.2308848186244279,0.0006095567382203628,9.31,OOS return -35.3% ≤ 0; OOS Sharpe -3.58 < 1.0; OOS PF 0.55 < 1.15; OOS maxDD 42.7% > 25%; only 25% WF windows positive; MC p05 drawdown 54.6% > 35%; param retention 0.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -2.05 — edge dies with delay,"{'window': 50, 'entry_z': 1.5, 'adx_th': 20.0}"
atr_breakout,volatility,TREND3,1h,False,-0.8335494804779848,-0.15185170897694455,-0.34999180671344987,0.8712498189745688,0.42105263157894735,57,-0.3302701370062525,0.20694444444444443,0.06027594189821801,-0.003970081658199068,0.25,-0.497970868359911,0.785,-0.3945998278533934,-1.1356600987186587,-0.24968519429776825,0.015132846091710898,9.27,OOS return -15.2% ≤ 0; OOS Sharpe -0.83 < 1.0; OOS PF 0.87 < 1.15; OOS maxDD 35.0% > 25%; OOS/IS Sharpe -13.83 < 0.4 (overfit); only 25% WF windows positive; MC p05 drawdown 49.8% > 35%; param retention -0.39 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.02 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -1.14 — edge dies with delay,"{'atr_period': 14, 'mult': 1.0, 'hold': 12}"
regime_gated_reversion,regime,TREND3,1h,False,-1.3325548628931267,-0.14225660032995135,-0.1984204928897768,0.8803126091566938,0.5679012345679012,81,-0.3116786426218777,0.11916666666666667,-1.4474676541897278,-2.0412932268374093,0.0,-0.376784929107041,0.8275,0.0,-0.7425521368368797,-0.09162583050421125,0.010895288669832137,9.16,OOS return -14.2% ≤ 0; OOS Sharpe -1.33 < 1.0; OOS PF 0.88 < 1.15; only 0% WF windows positive; MC p05 drawdown 37.7% > 35%; param retention 0.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.01 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -0.74 — edge dies with delay,"{'window': 30, 'entry_z': 1.5, 'adx_th': 20.0}"
atr_breakout,volatility,TREND1,1h,False,-0.5429002654574203,-0.13668414901398096,-0.34101742691104986,0.9364081912296733,0.5238095238095238,63,-0.3007435467910877,0.22944444444444445,-0.6684610925294248,-1.1395738649737397,0.25,-0.6015742614389465,0.75,0.0,-1.2215603178346306,-0.2624164587077987,0.00855461440748726,8.93,OOS return -13.7% ≤ 0; OOS Sharpe -0.54 < 1.0; OOS PF 0.94 < 1.15; OOS maxDD 34.1% > 25%; only 25% WF windows positive; MC p05 drawdown 60.2% > 35%; param retention 0.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.01 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -1.22 — edge dies with delay,"{'atr_period': 14, 'mult': 1.0, 'hold': 12}"
relative_strength,momentum,TREND1,1h,False,-2.83148965168432,-0.5073310306428352,-0.674362307742442,0.6007063591761903,0.2845528455284553,123,-0.8214842763584036,0.3516666666666667,0.18760209466910713,-2.496899624472109,0.25,-0.7731068987007572,0.9775,-1.0,-2.9406127167302545,-0.2858359708801089,0.0016119872945010599,8.45,OOS return -50.7% ≤ 0; OOS Sharpe -2.83 < 1.0; OOS PF 0.60 < 1.15; OOS maxDD 67.4% > 25%; OOS/IS Sharpe -15.09 < 0.4 (overfit); only 25% WF windows positive; MC p05 drawdown 77.3% > 35%; param retention -1.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -2.94 — edge dies with delay,"{'lookback': 168, 'rank_window': 500, 'upper_q': 0.9, 'lower_q': 0.15}"
break_of_structure,structure,TREND1,1h,False,-3.95051826131255,-0.8176313456154528,-0.864932908747069,0.3470659281515347,0.2222222222222222,63,-0.9841091989829137,1.0,0.8510382606118914,-5.043541542495269,0.25,-0.9480061020326167,1.0,0.27937136455095957,-3.9766763958924023,-0.6034293603088972,0.0003480020569402719,8.36,OOS return -81.8% ≤ 0; OOS Sharpe -3.95 < 1.0; OOS PF 0.35 < 1.15; OOS maxDD 86.5% > 25%; OOS/IS Sharpe -4.64 < 0.4 (overfit); only 25% WF windows positive; MC p05 drawdown 94.8% > 35%; param retention 0.28 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -3.98 — edge dies with delay; worst regime DD 60.3% > 35%,"{'confirm': 8, 'hold': 96}"
orderflow_proxy,structure,TREND4,1h,False,-0.5224122183957827,-0.13565699929041874,-0.33674248101950066,0.9467072021720071,0.4,35,-0.2987168295043141,0.3441666666666667,1.743478179393355,-0.8410391907236552,0.25,-0.5968997968522955,0.6475,-0.22740879407754042,-0.23359138192750564,-0.30956089695824107,0.01957954087793065,8.34,OOS return -13.6% ≤ 0; OOS Sharpe -0.52 < 1.0; OOS PF 0.95 < 1.15; OOS maxDD 33.7% > 25%; OOS/IS Sharpe -0.30 < 0.4 (overfit); only 25% WF windows positive; MC p05 drawdown 59.7% > 35%; param retention -0.23 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.02 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -0.23 — edge dies with delay,"{'window': 40, 'entry_z': 2.0, 'exit_z': 0.25}"
relative_value,stat_arb,TREND1+TREND3,1h,False,-5.111122586400419,-0.7129482754736702,-0.7234355422163221,0.07572375321938798,0.3,10,-0.9520631039672377,0.6572222222222223,0.22493622341802727,-3.9093445573893852,0.25,-0.8389026537644707,1.0,-1.0,-5.110553095614093,-0.31214513842163594,3.794725639046809e-06,8.01,OOS return -71.3% ≤ 0; OOS Sharpe -5.11 < 1.0; OOS PF 0.08 < 1.15; OOS maxDD 72.3% > 25%; 10 OOS trades < 25; OOS/IS Sharpe -22.72 < 0.4 (overfit); only 25% WF windows positive; MC p05 drawdown 83.9% > 35%; param retention -1.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -5.11 — edge dies with delay,"{'z_window': 400, 'entry_z': 2.5, 'exit_z': 0.5}"
breakout_volume,trend,TREND1,1h,False,-3.2046791642240122,-0.5028069764249836,-0.5755237831889736,0.3695243430775838,0.3125,32,-0.8174679855702607,0.29138888888888886,0.24383013980417095,-1.4243223973285917,0.25,-0.7220239326804571,0.9975,-0.18833373792671887,-2.8206141232834687,-0.32108497377736034,0.0005152079940155819,7.87,OOS return -50.3% ≤ 0; OOS Sharpe -3.20 < 1.0; OOS PF 0.37 < 1.15; OOS maxDD 57.6% > 25%; OOS/IS Sharpe -13.14 < 0.4 (overfit); only 25% WF windows positive; MC p05 drawdown 72.2% > 35%; param retention -0.19 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -2.82 — edge dies with delay,"{'window': 40, 'vol_z': 1.0, 'hold': 30}"
rsi_reversion,mean_reversion,TREND4,1h,False,-3.3436346166012245,-0.519819584329005,-0.5344708540775613,0.6393328564729355,0.6140350877192983,114,-0.8322990954891291,0.40166666666666667,-1.5119032312569687,-2.232446633773634,0.25,-0.7411291124924066,0.9925,0.0,-2.971457523099502,-0.3527546154608101,8.850199203201231e-05,7.36,OOS return -52.0% ≤ 0; OOS Sharpe -3.34 < 1.0; OOS PF 0.64 < 1.15; OOS maxDD 53.4% > 25%; only 25% WF windows positive; MC p05 drawdown 74.1% > 35%; param retention 0.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -2.97 — edge dies with delay; worst regime DD 35.3% > 35%,"{'period': 7, 'lower': 30.0, 'upper': 80.0, 'exit_band': 50.0}"
support_resistance,structure,TREND3,1h,False,-1.4418232250300145,-0.45547292043307064,-0.6999458886019074,0.8259552560269113,0.48412698412698413,252,-0.7722444724100439,0.9777777777777777,-0.24521541946809086,-1.833740916665175,0.25,-0.8340183352903656,0.92,0.0,-1.2173731526923965,-0.3747076255318468,0.011125922731618079,7.17,OOS return -45.5% ≤ 0; OOS Sharpe -1.44 < 1.0; OOS PF 0.83 < 1.15; OOS maxDD 70.0% > 25%; only 25% WF windows positive; MC p05 drawdown 83.4% > 35%; param retention 0.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.01 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -1.22 — edge dies with delay; worst regime DD 37.5% > 35%,"{'confirm': 3, 'tolerance': 0.005, 'hold': 24}"
zscore_reversion,mean_reversion,TREND4,1h,False,-3.411489297791988,-0.5682396153548512,-0.5956081462445781,0.6455910088427934,0.5765765765765766,111,-0.8705275072092868,0.49944444444444447,-1.456218146177074,-2.8992055424117993,0.25,-0.7953041537314834,0.9875,0.0,-4.393885884473423,-0.3781089122813651,0.0026219566605194524,6.99,OOS return -56.8% ≤ 0; OOS Sharpe -3.41 < 1.0; OOS PF 0.65 < 1.15; OOS maxDD 59.6% > 25%; only 25% WF windows positive; MC p05 drawdown 79.5% > 35%; param retention 0.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -4.39 — edge dies with delay; worst regime DD 37.8% > 35%,"{'window': 30, 'entry_z': 2.0, 'exit_z': 0.5}"
trend_acceleration,trend,TREND1,1h,False,-1.4955895438413431,-0.2609108289200843,-0.3750498796265612,0.871501998670548,0.33774834437086093,151,-0.5209212959215543,0.21388888888888888,0.6518899708747395,-1.7221652827112006,0.0,-0.5666633847980844,0.88,0.08839860734411427,-2.7256217186751455,-0.17766989226910246,0.04236443955688631,6.85,OOS return -26.1% ≤ 0; OOS Sharpe -1.50 < 1.0; OOS PF 0.87 < 1.15; OOS maxDD 37.5% > 25%; OOS/IS Sharpe -2.29 < 0.4 (overfit); only 0% WF windows positive; MC p05 drawdown 56.7% > 35%; param retention 0.09 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.04 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -2.73 — edge dies with delay,"{'span': 30, 'accel_window': 10, 'er_window': 20, 'er_min': 0.3}"
liquidity_sweep,structure,TREND3,1h,False,-2.237227222276631,-0.5851998830363352,-0.6531722472004171,0.6960178251043946,0.575,160,-0.8825599575074458,0.995,0.5707139740509576,-1.3275038133918622,0.25,-0.8461201906767174,0.975,-1.0,-2.4279553549266044,-0.38524507523591656,0.0001485403884334047,6.84,OOS return -58.5% ≤ 0; OOS Sharpe -2.24 < 1.0; OOS PF 0.70 < 1.15; OOS maxDD 65.3% > 25%; OOS/IS Sharpe -3.92 < 0.4 (overfit); only 25% WF windows positive; MC p05 drawdown 84.6% > 35%; param retention -1.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -2.43 — edge dies with delay; worst regime DD 38.5% > 35%,"{'confirm': 3, 'hold': 48}"
regime_switch,regime,TREND2,1h,False,-2.6019261288967948,-0.5978033192063632,-0.6617886171553402,0.7313943950942584,0.3464052287581699,153,-0.8910569502552694,0.8322222222222222,0.34414274780778376,-1.060553475382138,0.25,-0.8576452055618837,0.9575,-0.1553820659562113,-1.958757287974633,-0.3990559064043888,0.009047892964837748,6.75,OOS return -59.8% ≤ 0; OOS Sharpe -2.60 < 1.0; OOS PF 0.73 < 1.15; OOS maxDD 66.2% > 25%; OOS/IS Sharpe -7.56 < 0.4 (overfit); only 25% WF windows positive; MC p05 drawdown 85.8% > 35%; param retention -0.16 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.01 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -1.96 — edge dies with delay; worst regime DD 39.9% > 35%,"{'lookback': 168, 'window': 50, 'entry_z': 2.0, 'adx_th': 20.0}"
liquidity_sweep,structure,TREND4,1h,False,-2.5070638759616264,-0.5996830789507377,-0.6410333408058131,0.7652953351756491,0.5681818181818182,176,-0.8922921262301445,0.9547222222222222,-0.5842620372600452,-1.4617626605381826,0.25,-0.8540631804255824,0.9775,0.0,-2.082664554282308,-0.40361528695462734,0.005137395897605694,6.62,OOS return -60.0% ≤ 0; OOS Sharpe -2.51 < 1.0; OOS PF 0.77 < 1.15; OOS maxDD 64.1% > 25%; only 25% WF windows positive; MC p05 drawdown 85.4% > 35%; param retention 0.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.01 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -2.08 — edge dies with delay; worst regime DD 40.4% > 35%,"{'confirm': 3, 'hold': 24}"
vol_regime_momentum,volatility,TREND2,1h,False,-2.810243344112297,-0.5398054727215033,-0.5927235936573186,0.7852914312743403,0.3969849246231156,199,-0.8487845019426076,0.5108333333333334,0.7371472516010307,-1.1744974421062522,0.25,-0.8010339098210558,0.96,-0.35161019488605333,-1.5244651491389933,-0.40869028043243427,0.002665453490564621,6.5,OOS return -54.0% ≤ 0; OOS Sharpe -2.81 < 1.0; OOS PF 0.79 < 1.15; OOS maxDD 59.3% > 25%; OOS/IS Sharpe -3.81 < 0.4 (overfit); only 25% WF windows positive; MC p05 drawdown 80.1% > 35%; param retention -0.35 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -1.52 — edge dies with delay; worst regime DD 40.9% > 35%,"{'lookback': 336, 'vol_window': 20, 'ref_window': 200, 'trade_in': 'low'}"
atr_breakout,volatility,TREND2,1h,False,-2.2326043203284733,-0.4956237182908714,-0.6426925375319306,0.5999144313797565,0.32,50,-0.8109824960481349,0.5997222222222223,0.8767677650107724,-1.87392648812697,0.0,-0.8046253513772732,0.93,0.37420354347133367,-1.6338283494907018,-0.41680941748382816,0.0015085930453493169,5.84,OOS return -49.6% ≤ 0; OOS Sharpe -2.23 < 1.0; OOS PF 0.60 < 1.15; OOS maxDD 64.3% > 25%; OOS/IS Sharpe -2.55 < 0.4 (overfit); only 0% WF windows positive; MC p05 drawdown 80.5% > 35%; deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -1.63 — edge dies with delay; worst regime DD 41.7% > 35%,"{'atr_period': 14, 'mult': 1.0, 'hold': 48}"
support_resistance,structure,TREND2,1h,False,-2.322256471417494,-0.608967006492456,-0.620266466899571,0.7843999698639744,0.5207373271889401,217,-0.8982712824291653,0.9697222222222223,-0.7203207740391477,-2.9554518129420826,0.25,-0.8692715938822247,0.9325,0.0,-2.25472471048552,-0.4926751237581444,0.01080676007907093,5.28,OOS return -60.9% ≤ 0; OOS Sharpe -2.32 < 1.0; OOS PF 0.78 < 1.15; OOS maxDD 62.0% > 25%; only 25% WF windows positive; MC p05 drawdown 86.9% > 35%; param retention 0.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.01 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -2.25 — edge dies with delay; worst regime DD 49.3% > 35%,"{'confirm': 3, 'tolerance': 0.005, 'hold': 24}"
donchian_breakout,trend,TREND1,1h,False,-3.1685314730408445,-0.6721472494097767,-0.7899874547897302,0.30962161415401984,0.125,24,-0.933754298896782,0.6119444444444444,1.280222932636422,-4.105303968358134,0.0,-0.8820501260193969,0.9925,0.36116614960225707,-3.0349891014306256,-0.5565175320608049,0.0023090341460125494,4.37,OOS return -67.2% ≤ 0; OOS Sharpe -3.17 < 1.0; OOS PF 0.31 < 1.15; OOS maxDD 79.0% > 25%; 24 OOS trades < 25; OOS/IS Sharpe -2.47 < 0.4 (overfit); only 0% WF windows positive; MC p05 drawdown 88.2% > 35%; deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -3.03 — edge dies with delay; worst regime DD 55.7% > 35%,"{'entry': 100, 'exit': 50, 'allow_short': True}"
vol_regime_momentum,volatility,TREND1,1h,False,-1.477222674612058,-0.39424367880897115,-0.5703399310444912,0.8423571056472878,0.43414634146341463,205,-0.7048035262810477,0.5288888888888889,1.6767689442430278,-2.4604326043771536,0.0,-0.7272002826207941,0.88,0.05774069125940066,-2.0814234818080184,-0.30245415341029247,0.0019453069859664206,3.88,OOS return -39.4% ≤ 0; OOS Sharpe -1.48 < 1.0; OOS PF 0.84 < 1.15; OOS maxDD 57.0% > 25%; OOS/IS Sharpe -0.88 < 0.4 (overfit); only 0% WF windows positive; MC p05 drawdown 72.7% > 35%; param retention 0.06 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -2.08 — edge dies with delay,"{'lookback': 168, 'vol_window': 20, 'ref_window': 200, 'trade_in': 'low'}"
volume_momentum,momentum,TREND3,1h,False,-2.8997885251472364,-0.5375034186998384,-0.6285737433534331,0.8622313953567525,0.4568764568764569,429,-0.8469367288086704,0.49944444444444447,-1.9884408758636978,-3.6253302152403566,0.0,-0.7956211656955395,0.9825,0.0,-2.073238431556014,-0.2787721698027662,0.0052942302409765656,3.62,OOS return -53.8% ≤ 0; OOS Sharpe -2.90 < 1.0; OOS PF 0.86 < 1.15; OOS maxDD 62.9% > 25%; only 0% WF windows positive; MC p05 drawdown 79.6% > 35%; param retention 0.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.01 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -2.07 — edge dies with delay,"{'lookback': 168, 'vol_fast': 10, 'vol_slow': 50}"
orderflow_proxy,structure,TREND3,1h,False,-1.452625630870189,-0.34564135199678525,-0.4498911525391365,0.7757710474336053,0.3225806451612903,62,-0.6437999056269761,0.5102777777777778,0.445224853299651,-2.073952085764758,0.0,-0.7138841090449384,0.835,-0.16448614188543467,-1.2119519313341107,-0.30784590728130257,0.002004583808058085,3.1,OOS return -34.6% ≤ 0; OOS Sharpe -1.45 < 1.0; OOS PF 0.78 < 1.15; OOS maxDD 45.0% > 25%; OOS/IS Sharpe -3.26 < 0.4 (overfit); only 0% WF windows positive; MC p05 drawdown 71.4% > 35%; param retention -0.16 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -1.21 — edge dies with delay,"{'window': 40, 'entry_z': 1.5, 'exit_z': 0.25}"
volume_momentum,momentum,TREND1,1h,False,-3.256345803092839,-0.6250761059283152,-0.7578487632867104,0.8413642213135095,0.45397489539748953,478,-0.9081723380260996,0.48583333333333334,-0.6220775468732648,-3.662700681605166,0.0,-0.8441077435065042,0.99,0.0,-2.7899073362816904,-0.36244406156833786,0.00018067336318806283,2.2,OOS return -62.5% ≤ 0; OOS Sharpe -3.26 < 1.0; OOS PF 0.84 < 1.15; OOS maxDD 75.8% > 25%; only 0% WF windows positive; MC p05 drawdown 84.4% > 35%; param retention 0.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -2.79 — edge dies with delay; worst regime DD 36.2% > 35%,"{'lookback': 168, 'vol_fast': 10, 'vol_slow': 50}"
sma_cross,trend,TREND1,1h,False,-5.043081119341187,-0.8804114384329387,-0.9223182145519679,0.22384501137578713,0.12345679012345678,81,-0.99431031954883,1.0,1.4114721528368,-3.9256653507231722,0.0,-0.9635528926377599,1.0,0.14372733594135387,-3.9040777223613876,-0.5883378873063696,8.396560020442161e-07,1.72,OOS return -88.0% ≤ 0; OOS Sharpe -5.04 < 1.0; OOS PF 0.22 < 1.15; OOS maxDD 92.2% > 25%; OOS/IS Sharpe -3.57 < 0.4 (overfit); only 0% WF windows positive; MC p05 drawdown 96.4% > 35%; param retention 0.14 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -3.90 — edge dies with delay; worst regime DD 58.8% > 35%,"{'fast': 10, 'slow': 150, 'allow_short': True}"
zscore_reversion,mean_reversion,TREND2,1h,False,-3.428165541423807,-0.5104535999067121,-0.5360930576385281,0.3771151673972868,0.4146341463414634,41,-0.8242257199145014,0.3411111111111111,-1.3319439559817365,-3.2200626781317467,0.0,-0.7478852097710386,0.9875,0.0,-3.7147161123717916,-0.43021095952469424,0.0008849459786117204,1.13,OOS return -51.0% ≤ 0; OOS Sharpe -3.43 < 1.0; OOS PF 0.38 < 1.15; OOS maxDD 53.6% > 25%; only 0% WF windows positive; MC p05 drawdown 74.8% > 35%; param retention 0.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -3.71 — edge dies with delay; worst regime DD 43.0% > 35%,"{'window': 50, 'entry_z': 2.5, 'exit_z': 0.5}"
liquidity_sweep,structure,TREND2,1h,False,-3.0883414014087394,-0.7062569025983754,-0.7716695038886745,0.6862001333703103,0.615819209039548,177,-0.949297627375572,1.0,0.048705459606003504,-2.9279201535422406,0.0,-0.9001079246250877,0.985,-1.0,-2.5454700700869384,-0.6674829017334055,0.00039455485656436217,0.01,OOS return -70.6% ≤ 0; OOS Sharpe -3.09 < 1.0; OOS PF 0.69 < 1.15; OOS maxDD 77.2% > 25%; OOS/IS Sharpe -63.41 < 0.4 (overfit); only 0% WF windows positive; MC p05 drawdown 90.0% > 35%; param retention -1.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -2.55 — edge dies with delay; worst regime DD 66.7% > 35%,"{'confirm': 3, 'hold': 48}"
